CustomerID,Recency,Frequency,Monetary
13425.0,108,5,2429.33
13426.0,1,22,3539.64
13427.0,19,6,699.84
13428.0,10,3,468.90000000000003
13429.0,11,4,755.41
13430.0,19,2,597.01
13431.0,67,8,1885.15
13432.0,571,2,416.55
13433.0,501,4,386.90999999999997
13434.0,74,5,421.92
13435.0,5,9,1046.82
13436.0,2,1,126.03999999999999
13437.0,14,7,2424.48
13439.0,255,3,875.86
13440.0,423,7,880.8100000000001
13441.0,92,2,502.38
13442.0,667,3,275.07
13443.0,449,5,978.55
13444.0,374,2,607.95
13445.0,626,1,26.400000000000002
13446.0,430,11,2670.22
13447.0,23,3,889.5
13448.0,17,12,6310.96
13449.0,24,1,289.78
13450.0,27,13,1859.81
13451.0,26,11,6831.01
13453.0,166,3,610.29
13454.0,641,1,219.48000000000002
13455.0,25,6,1623.71
13456.0,18,5,889.45
13457.0,689,2,101.42
13458.0,7,16,8138.32
13459.0,625,2,1001.0899999999999
13460.0,29,2,183.44
13461.0,39,5,349.77
13462.0,253,5,1096.06
13464.0,58,6,2354.92
13465.0,446,2,563.08
13466.0,184,5,725.73
13467.0,11,2,867.22
13468.0,2,71,9589.52
13469.0,653,1,62.5
13470.0,99,2,165.0
13471.0,1,4,2261.36
13472.0,464,2,539.27
13473.0,61,6,784.5699999999999
13474.0,236,3,536.04
13475.0,191,4,1239.8799999999999
13476.0,179,5,1418.18
13477.0,38,11,2236.29
13478.0,469,5,1846.43
13479.0,201,4,718.14
13480.0,417,2,558.7
13481.0,46,11,3458.64
13482.0,232,2,335.89
13483.0,66,1,140.34
13484.0,241,3,506.87
13485.0,233,11,2328.01
13486.0,78,3,989.22
13487.0,58,5,764.17
13488.0,17,23,10268.89
13489.0,158,2,128.64
13490.0,654,1,57.3
13491.0,52,27,3769.48
13492.0,136,3,961.38
13493.0,287,1,14.850000000000001
13494.0,312,1,295.71000000000004
13495.0,8,10,1727.66
13496.0,11,2,503.33
13497.0,283,6,1054.39
13498.0,730,1,211.7
13499.0,18,5,509.64
13500.0,23,4,1261.53
13501.0,288,3,1649.36
13502.0,17,5,454.22
13503.0,71,5,1580.49
13504.0,64,1,260.48
13505.0,73,4,3022.79
13506.0,316,5,1215.18
13507.0,3,4,2118.74
13508.0,244,2,251.03
13509.0,9,6,767.38
13510.0,1,10,4012.4
13511.0,677,1,5.95
13512.0,261,4,578.4200000000001
13513.0,127,3,607.55
13514.0,74,4,299.89
13515.0,73,6,1135.73
13516.0,73,3,841.08
13517.0,60,3,1959.04
13518.0,86,1,560.05
13519.0,78,2,294.45
13520.0,59,11,2592.33
13521.0,1,3,1007.03
13522.0,30,1,125.11
13523.0,33,6,2550.82
13524.0,41,5,441.53
13526.0,738,2,394.61
13527.0,34,12,4112.75
13529.0,79,2,203.96
13530.0,634,1,391.53999999999996
13531.0,205,6,1000.4
13532.0,34,1,209.81
13533.0,183,3,263.99
13534.0,2,35,5907.3
13536.0,1,7,1999.91
13537.0,426,2,580.2
13538.0,43,11,1876.34
13539.0,86,7,1199.09
13540.0,467,3,560.83
13541.0,427,1,64.2
13542.0,377,17,2994.97
13543.0,634,2,459.67
13544.0,40,6,716.17
13545.0,391,2,342.43
13546.0,12,5,888.84
13547.0,408,1,154.88
13548.0,96,3,731.77
13549.0,26,8,809.2
13550.0,383,1,321.55
13551.0,319,1,53.550000000000004
13552.0,66,22,3307.98
13553.0,675,1,435.4
13554.0,380,7,1226.0
13555.0,74,12,4038.72
13556.0,429,2,141.9
13557.0,28,13,2868.2
13558.0,6,4,556.12
13560.0,7,1,171.42000000000002
13561.0,216,11,1562.16
13562.0,82,8,3432.46
13563.0,84,2,280.36
13564.0,354,34,13001.27
13565.0,19,3,410.90999999999997
13566.0,41,5,1613.47
13567.0,428,4,1014.36
13568.0,173,1,174.95000000000002
13569.0,17,4,683.49
13570.0,243,1,136.76999999999998
13571.0,13,26,4286.91
13572.0,206,1,324.67
13573.0,50,6,544.83
13574.0,411,1,334.7
13575.0,23,5,687.0699999999999
13576.0,10,26,2584.9700000000003
13577.0,25,11,2684.19
13578.0,409,1,14.940000000000001
13579.0,15,5,1151.74
13580.0,406,1,67.8
13581.0,309,2,250.73000000000002
13582.0,390,2,189.98000000000002
13583.0,156,2,1343.251
13584.0,307,3,277.05
13585.0,531,2,377.21
13586.0,541,1,115.8
13587.0,64,4,413.4
13588.0,16,9,2315.63
13589.0,15,5,580.11
13590.0,11,18,4624.99
13591.0,65,6,1467.05
13592.0,36,3,159.51
13593.0,108,14,4574.18
13594.0,53,2,482.32
13595.0,517,3,663.05
13596.0,6,2,618.16
13597.0,400,2,284.42
13598.0,47,5,576.03
13599.0,1,30,4814.66
13600.0,312,2,219.72
13601.0,45,4,1116.85
13602.0,65,4,973.0400000000001
13603.0,26,1,141.94
13604.0,659,1,191.72
13605.0,387,2,454.77
13606.0,29,3,217.28
13607.0,40,2,983.9100000000001
13608.0,541,1,226.55
13609.0,593,1,47.150000000000006
13610.0,12,14,1861.72
13611.0,89,10,2949.94
13612.0,633,1,754.08
13613.0,453,5,983.9
13614.0,24,6,1709.34
13615.0,319,8,5332.26
13616.0,568,2,241.2
13617.0,40,8,932.19
13618.0,174,1,164.8
13619.0,545,2,184.69
13620.0,528,1,52.34
13621.0,117,1,209.85
13622.0,696,1,487.11
13623.0,31,10,1562.75
13624.0,388,1,291.39
13625.0,597,1,213.46
13626.0,253,2,537.89
13627.0,59,7,1705.41
13628.0,676,1,214.84
13629.0,143,1,280.32
13630.0,5,7,872.62
13632.0,25,8,3210.45
13634.0,33,15,4080.12
13635.0,68,4,2688.28
13636.0,37,5,773.46
13637.0,52,3,749.6
13638.0,16,1,97.14
13639.0,74,2,928.1899999999999
13641.0,641,4,448.53000000000003
13642.0,216,4,395.25
13643.0,31,9,1623.44
13644.0,16,4,2061.94
13645.0,120,1,30.599999999999998
13646.0,400,2,251.8
13647.0,10,7,2062.61
13648.0,400,8,1646.47
13649.0,257,6,1196.02
13650.0,17,10,2671.67
13651.0,40,2,127.65
13652.0,46,5,2172.42
13653.0,488,1,148.8
13654.0,43,11,4812.57
13655.0,114,6,1856.8
13656.0,165,4,934.93
13657.0,11,2,162.27
13658.0,10,9,3621.72
13659.0,206,12,3752.87
13660.0,400,1,237.29
13661.0,603,1,294.78000000000003
13662.0,86,11,1877.14
13663.0,179,5,1472.03
13665.0,386,3,1495.21
13666.0,60,5,110.14999999999999
13667.0,149,1,264.7
13668.0,3,34,7134.32
13669.0,51,3,272.7
13670.0,75,1,345.7
13671.0,395,1,172.6
13672.0,301,3,319.97
13673.0,19,2,248.29000000000002
13674.0,433,1,196.38
13675.0,151,2,484.33000000000004
13676.0,539,2,152.37
13677.0,405,2,289.19
13678.0,152,1,98.75
13679.0,494,3,279.56
13680.0,1,12,4320.08
13681.0,18,4,738.14
13682.0,187,1,34.0
13683.0,458,1,249.77999999999997
13684.0,286,4,403.79
13685.0,3,4,20.92
13686.0,183,3,409.04
13689.0,63,2,34.5
13690.0,59,1,94.10000000000001
13691.0,396,1,169.33
13692.0,25,4,777.8
13693.0,374,9,1535.05
13694.0,4,37,2258.17
13695.0,31,14,1385.75
13696.0,666,1,187.62
13697.0,39,1,151.29999999999998
13698.0,597,2,369.64
13699.0,155,2,585.1800000000001
13700.0,26,13,1848.41
13701.0,447,1,161.0
13702.0,446,1,95.58
13703.0,415,1,287.51
13704.0,5,9,1994.39
13705.0,8,7,1212.8799999999999
13706.0,303,2,474.14
13707.0,267,5,2202.16
13708.0,271,1,260.46
13709.0,4,17,5938.08
13710.0,32,2,144.95999999999998
13711.0,219,9,1481.47
13712.0,247,2,313.65
13713.0,408,3,652.5600000000001
13714.0,465,1,113.95
13715.0,281,17,6003.65
13716.0,269,1,138.28
13717.0,32,8,1422.8
13718.0,246,2,142.7
13719.0,15,11,2462.39
13720.0,117,4,684.8
13721.0,36,2,673.74
13722.0,132,10,3298.65
13723.0,217,6,694.29
13724.0,637,1,211.77
13725.0,50,7,1337.23
13726.0,39,2,429.11999999999995
13727.0,29,8,783.12
13728.0,37,16,2494.33
13729.0,436,3,472.23
13730.0,136,2,625.5
13731.0,219,2,511.59000000000003
13732.0,28,1,491.86
13733.0,411,2,352.11
13734.0,509,2,112.34
13735.0,25,13,6524.95
13736.0,5,7,2345.03
13737.0,200,1,170.55
13738.0,396,1,352.96999999999997
13739.0,18,2,65.31
13740.0,241,5,1302.16
13741.0,72,3,501.54
13742.0,17,12,2303.7400000000002
13743.0,3,7,461.84999999999997
13744.0,95,2,920.41
13745.0,162,2,602.13
13746.0,414,1,162.85999999999999
13747.0,425,1,50.4
13748.0,96,8,807.21
13750.0,54,7,906.78
13751.0,288,1,116.86
13752.0,124,7,1108.21
13753.0,288,4,1356.47
13754.0,152,3,279.65000000000003
13755.0,4,9,1644.2
13756.0,2,21,3421.28
13757.0,675,1,42.55
13758.0,12,14,3899.7
13759.0,71,1,353.09000000000003
13760.0,54,5,912.19
13761.0,50,6,1793.04
13762.0,219,2,193.2
13763.0,435,1,61.32000000000001
13764.0,71,6,2705.46
13765.0,653,1,245.861
13766.0,495,1,190.35
13767.0,2,68,10263.37
13768.0,727,2,560.29
13769.0,2,20,3995.19
13770.0,437,2,335.33
13771.0,64,9,3313.16
13772.0,34,8,2460.9
13773.0,397,2,300.15
13774.0,82,1,326.65000000000003
13775.0,591,1,703.8100000000001
13777.0,9,34,2199.24
13778.0,103,4,701.3
13779.0,516,1,127.18
13780.0,7,3,532.6800000000001
13781.0,251,3,720.33
13782.0,13,13,1388.15
13784.0,10,6,251.21
13785.0,429,4,390.25
13786.0,367,6,1218.24
13787.0,76,6,967.1
13788.0,505,1,3.75
13789.0,388,1,239.45999999999998
13790.0,4,1,278.69
13792.0,66,3,286.25
13793.0,647,1,96.0
13794.0,547,1,104.65
13795.0,405,3,348.2
13796.0,499,1,278.35
13797.0,437,3,978.2
13798.0,18,21,656.5
13799.0,117,8,1412.6499999999999
13800.0,310,3,933.5
13801.0,67,1,272.1
13802.0,139,18,3899.7400000000002
13803.0,255,3,1232.96
13804.0,31,9,2655.65
13806.0,64,1,152.34
13807.0,367,3,268.45
13808.0,6,5,1144.52
13809.0,305,3,246.72
13810.0,29,2,495.48
13811.0,184,2,187.5
13812.0,42,3,477.1
13813.0,40,8,2154.09
13814.0,92,3,1160.78
13815.0,22,8,4975.15
13816.0,24,2,397.37
13817.0,29,2,328.98
13818.0,430,1,61.28
13819.0,302,6,1434.75
13820.0,418,3,602.8
13821.0,145,6,1249.58
13822.0,6,2,454.8
13823.0,19,7,2322.91
13824.0,33,10,1571.68
13825.0,622,2,230.39
13826.0,176,1,102.30000000000001
13827.0,58,3,274.55
13828.0,22,1,168.45
13830.0,582,1,110.20000000000002
13831.0,16,12,1162.35
13832.0,19,2,324.3
13833.0,159,2,551.8100000000001
13834.0,577,2,188.0
13835.0,25,7,939.17
13836.0,399,2,460.37
13837.0,212,2,252.45999999999998
13838.0,6,10,1489.73
13839.0,486,1,139.26
13840.0,416,1,576.61
13842.0,59,18,4224.77
13843.0,381,1,256.65
13844.0,11,1,357.23
13845.0,65,1,157.29
13846.0,25,4,1219.69
13847.0,720,1,228.32
13849.0,52,5,2860.5
13850.0,129,1,1503.98
13851.0,96,7,2295.76
13852.0,611,1,187.35000000000002
13853.0,57,1,331.0
13854.0,24,32,1516.04
13855.0,501,4,1124.76
13856.0,169,10,565.33
13857.0,393,6,913.26
13858.0,57,1,207.67
13859.0,326,2,259.96000000000004
13860.0,1,5,1106.93
13861.0,429,2,236.10999999999999
13862.0,18,9,2426.19
13863.0,248,4,1000.61
13865.0,58,4,437.81
13866.0,74,1,145.67000000000002
13867.0,31,3,807.04
13868.0,39,1,463.38
13869.0,123,10,6931.3
13870.0,2,15,3468.36
13871.0,23,17,6366.62
13872.0,527,3,845.87
13873.0,120,8,783.61
13874.0,358,7,953.24
13875.0,54,14,3788.68
13876.0,64,1,96.30000000000001
13877.0,86,3,222.42
13878.0,55,4,1247.09
13879.0,646,1,373.5
13880.0,21,17,3584.44
13881.0,67,10,1535.7
13882.0,3,5,944.69
13883.0,11,14,5135.96
13884.0,7,9,1622.79
13885.0,189,2,427.7
13886.0,71,1,218.56
13887.0,204,1,306.45
13888.0,120,7,1601.47
13889.0,93,6,1644.77
13890.0,1,14,2773.1800000000003
13891.0,378,3,733.86
13892.0,64,3,320.88
13893.0,298,1,236.20000000000002
13894.0,24,3,464.3
13895.0,28,6,2930.94
13896.0,626,1,261.05
13897.0,50,3,1017.44
13898.0,326,2,621.77
13899.0,16,2,297.92
13900.0,183,6,1366.22
13901.0,72,15,4558.36
13902.0,725,1,55.86
13903.0,400,1,165.45000000000002
13904.0,37,2,332.64
13905.0,733,1,158.6
13907.0,692,1,55.2
13908.0,80,4,1848.1399999999999
13909.0,423,2,214.22
13911.0,144,19,3060.44
13912.0,424,1,122.45
13913.0,507,1,13.52
13914.0,12,2,499.53
13915.0,394,1,17.700000000000003
13916.0,464,4,1022.66
13917.0,50,2,252.14000000000001
13918.0,50,2,440.51
13919.0,59,4,1001.76
13920.0,432,4,967.92
13921.0,402,4,599.26
13922.0,352,3,397.89
13923.0,54,1,339.46
13924.0,2,6,1607.3500000000001
13925.0,93,4,436.1
13926.0,23,1,161.82
13927.0,75,2,620.44
13928.0,11,4,353.28000000000003
13929.0,169,8,678.42
13930.0,58,2,297.74
13931.0,96,11,4390.89
13932.0,295,1,258.3
13933.0,109,2,392.20000000000005
13934.0,264,1,496.65999999999997
13935.0,597,2,371.98
13936.0,180,3,903.05
13937.0,169,2,809.85
13938.0,35,1,71.66
13939.0,23,7,1348.3799999999999
13940.0,17,4,708.18
13941.0,22,11,501.57
13943.0,578,1,216.54
13944.0,653,1,198.54
13945.0,395,2,680.47
13946.0,79,6,266.68
13947.0,65,1,89.6
13948.0,361,4,346.36
13949.0,3,6,1958.74
13950.0,11,4,444.7
13951.0,176,3,556.71
13952.0,218,13,5023.041
13953.0,7,2,182.48000000000002
13954.0,2,2,332.82
13955.0,154,3,371.66
13956.0,5,5,763.28
13957.0,418,3,400.65
13958.0,380,8,2869.7400000000002
13959.0,79,6,988.65
13960.0,21,2,159.42000000000002
13961.0,392,1,195.14999999999998
13962.0,22,3,256.1
13963.0,308,17,2322.33
13964.0,387,2,334.9
13965.0,477,3,295.01
13966.0,435,1,263.3
13967.0,146,2,133.76999999999998
13968.0,423,1,112.32
13969.0,7,35,9783.11
13970.0,438,1,246.91
13971.0,19,14,4120.74
13972.0,71,2,186.85
13973.0,287,1,147.75
13974.0,49,2,651.94
13975.0,31,12,4752.5
13976.0,207,4,799.13
13977.0,411,1,194.37
13978.0,45,1,54.17
13979.0,73,7,3198.45
13980.0,60,5,518.41
13981.0,416,1,267.75
13982.0,39,9,2730.55
13983.0,40,18,3521.22
13984.0,27,11,911.97
13985.0,4,22,8891.58
13986.0,17,1,146.67
13987.0,380,2,679.14
13988.0,20,8,3827.74
13989.0,66,5,1166.03
13990.0,213,1,291.2
13991.0,12,6,682.24
13992.0,30,3,169.3
13993.0,43,18,4341.04
13994.0,4,6,2005.6000000000001
13995.0,15,14,3580.46
13996.0,386,2,540.78
13997.0,519,2,252.21
13998.0,447,3,436.7
13999.0,10,29,6759.16
14000.0,211,4,406.34
14001.0,46,8,1531.29
14002.0,134,2,448.02
14003.0,733,1,191.43
14004.0,43,11,4005.06
14005.0,10,5,943.31
14006.0,116,7,994.31
14007.0,513,1,52.6
14008.0,432,1,509.04
14009.0,198,3,980.28
14010.0,565,2,243.55
14011.0,480,2,386.65
14012.0,278,1,287.01
14013.0,110,5,886.23
14014.0,77,3,767.5600000000001
14015.0,53,1,185.25
14016.0,162,11,6307.8
14017.0,571,1,209.20000000000002
14018.0,645,1,182.74
14019.0,47,3,951.41
14020.0,17,4,1017.02
14021.0,155,6,1211.71
14022.0,225,2,767.28
14023.0,7,2,508.17
14024.0,122,3,549.39
14025.0,465,8,1437.59
14026.0,471,2,704.53
14027.0,61,1,104.82
14029.0,63,2,188.66
14030.0,18,20,5167.38
14031.0,7,39,6393.36
14032.0,16,15,2997.0699999999997
14034.0,22,3,425.54
14035.0,29,8,1404.91
14036.0,285,1,549.85
14037.0,176,6,672.19
14038.0,78,5,2456.58
14039.0,33,2,114.56
14040.0,41,35,8029.99
14041.0,266,1,99.47
14042.0,725,1,300.78
14043.0,491,2,209.70000000000002
14044.0,27,10,2670.85
14045.0,541,1,25.0
14046.0,284,1,67.15
14047.0,9,14,2225.1
14048.0,305,2,693.88
14049.0,17,12,8409.66
14050.0,32,2,746.36
14051.0,1,31,2855.16
14052.0,20,2,392.81
14053.0,160,3,110.0
14054.0,65,1,92.46
14055.0,106,3,490.89
14056.0,1,23,7296.46
14057.0,24,21,4838.7
14058.0,463,2,380.41
14059.0,267,1,132.6
14060.0,5,27,2811.61
14061.0,724,2,214.5
14062.0,10,17,2307.26
14063.0,687,2,62.9
14064.0,29,15,2161.45
14065.0,389,3,716.53
14066.0,267,1,113.61
14067.0,64,2,311.38
14068.0,320,4,1264.54
14069.0,515,2,173.75
14070.0,685,1,229.95000000000002
14071.0,4,8,1084.79
14072.0,667,1,248.15
14073.0,32,1,151.04
14074.0,623,1,42.95
14075.0,5,5,1098.45
14076.0,129,1,101.72
14077.0,78,5,417.82
14078.0,102,9,736.6
14079.0,125,1,86.05
14080.0,33,5,570.34
14081.0,302,10,4167.93
14082.0,365,2,386.36
14083.0,4,10,972.61
14084.0,512,1,56.4
14085.0,2,32,8212.24
14087.0,3,3,713.1899999999999
14088.0,10,11,3184.3
14089.0,57,1,123.55
14092.0,8,24,5781.76
14093.0,12,1,428.37
14094.0,440,1,233.28
14095.0,723,1,2.95
14096.0,4,17,33014.62
14097.0,481,2,366.77
14098.0,37,1,86.15
14099.0,16,20,5075.34
14100.0,138,1,181.75
14101.0,295,5,199.48
14102.0,5,5,721.8399999999999
14104.0,166,4,496.63
14105.0,239,5,4325.87
14107.0,52,11,3646.48
14108.0,31,4,836.13
14109.0,73,1,143.4
14110.0,37,30,5302.95
14111.0,96,2,60.209999999999994
14112.0,23,13,4824.99
14113.0,4,12,1385.33
14114.0,331,6,1043.5
14115.0,502,2,239.55
14116.0,20,5,1121.56
14117.0,144,1,90.0
14118.0,429,1,185.75
14119.0,376,2,117.04
14121.0,4,4,2328.36
14122.0,406,2,194.95
14123.0,733,1,419.74
14125.0,11,3,2424.63
14126.0,11,2,623.2
14127.0,123,6,1748.88
14128.0,61,3,911.71
14129.0,2,9,1870.6499999999999
14130.0,319,4,1373.35
14131.0,649,1,168.22
14132.0,2,11,2711.65
14133.0,130,4,589.4599999999999
14134.0,383,11,1440.09
14135.0,2,21,2380.32
14136.0,401,5,1380.31
14137.0,696,1,177.29999999999998
14138.0,2,2,815.49
14139.0,46,4,918.8
14140.0,4,2,910.68
14141.0,3,4,723.49
14142.0,373,2,648.46
14143.0,134,1,102.3
14144.0,486,1,30.599999999999998
14146.0,9,12,6530.62
14147.0,78,6,248.91
14148.0,234,2,211.29000000000002
14149.0,221,1,421.12
14150.0,36,2,329.05
14151.0,673,2,639.8
14152.0,75,7,1869.45
14153.0,483,1,233.4
14154.0,239,7,3879.55
14155.0,266,1,118.75
14156.0,10,100,41689.17
14157.0,20,5,940.91
14158.0,40,1,422.38
14159.0,20,20,7298.86
14160.0,610,5,725.02
14161.0,216,7,2560.18
14162.0,174,2,214.76
14163.0,87,5,473.41999999999996
14164.0,81,1,374.01
14165.0,276,1,100.24
14166.0,505,2,221.3
14167.0,39,8,1114.44
14168.0,421,2,228.65
14169.0,431,2,440.24
14170.0,375,3,479.33
14171.0,98,2,341.74
14172.0,605,3,188.43
14173.0,11,6,270.45
14174.0,33,1,124.51
14175.0,60,8,5342.69
14176.0,297,5,610.84
14177.0,96,10,1075.53
14178.0,9,7,1452.82
14179.0,41,2,629.92
14180.0,11,33,2578.29
14181.0,411,2,294.6
14182.0,444,4,516.32
14183.0,411,2,229.79
14184.0,67,1,333.09
14185.0,331,1,12.75
14186.0,427,5,1431.56
14187.0,474,1,107.35
14188.0,31,6,721.01
14189.0,2,16,4338.73
14191.0,2,15,3838.07
14192.0,388,1,247.84
14193.0,68,3,1044.18
14194.0,5,34,14318.66
14196.0,107,1,86.22
14197.0,411,1,321.2
14198.0,18,9,1170.23
14199.0,218,3,100.65
14200.0,617,1,350.3
14201.0,60,9,765.59
14202.0,381,3,274.85
14203.0,397,1,125.85000000000001
14204.0,2,4,806.79
14205.0,17,9,1779.47
14206.0,239,3,983.18
14208.0,95,2,442.04
14209.0,11,15,3407.34
14210.0,106,16,4801.22
14211.0,53,17,3634.37
14214.0,31,5,943.27
14215.0,12,9,2805.16
14216.0,3,5,1005.09
14217.0,2,23,2055.35
14218.0,43,1,169.48000000000002
14219.0,4,3,519.28
14220.0,247,4,546.57
14221.0,42,17,4977.09
14222.0,177,1,587.84
14223.0,92,3,821.96
14224.0,110,9,1126.09
14225.0,435,4,1312.69
14226.0,30,5,1323.56
14227.0,26,15,5481.31
14228.0,438,3,600.91
14229.0,52,7,931.18
14230.0,436,3,588.49
14231.0,184,4,1103.17
14232.0,43,5,1678.87
14233.0,49,6,977.16
14234.0,22,4,663.91
14235.0,75,9,1810.72
14236.0,81,4,536.83
14237.0,373,2,336.96
14238.0,326,3,157.35
14239.0,43,21,3551.85
14240.0,30,3,977.51
14241.0,184,1,147.3
14242.0,235,2,231.75
14243.0,9,17,5182.03
14244.0,661,1,245.45999999999998
14245.0,220,2,1472.7
14246.0,111,3,1290.69
14247.0,278,5,594.9
14248.0,318,3,558.71
14249.0,411,12,3331.951
14250.0,7,3,1833.53
14251.0,2,5,1045.26
14252.0,381,1,130.99
14253.0,493,2,109.75
14254.0,433,1,340.84
14256.0,260,5,2057.28
14257.0,64,9,3618.75
14258.0,152,14,803.39
14259.0,142,1,77.0
14260.0,471,3,748.2
14261.0,51,2,655.49
14262.0,8,8,2300.11
14263.0,423,1,322.15
14264.0,155,6,1205.2
14265.0,109,4,1099.77
14267.0,163,3,763.74
14268.0,471,1,351.25
14269.0,439,1,179.94
14270.0,332,1,391.65000000000003
14271.0,226,2,192.78
14272.0,74,4,789.95
14273.0,51,4,518.37
14274.0,686,1,256.6
14275.0,396,5,144.8
14276.0,99,7,1844.43
14277.0,15,7,3553.76
14278.0,410,1,154.83
14280.0,197,1,105.13999999999999
14281.0,408,1,126.25999999999999
14282.0,3,23,2892.06
14283.0,463,4,571.14
14284.0,31,3,1055.29
14285.0,21,7,575.52
14286.0,24,7,6906.95
14287.0,8,2,159.35
14288.0,213,1,260.61
14289.0,9,6,645.57
14290.0,11,8,2479.48
14291.0,2,23,6891.43
14292.0,8,15,2240.73
14293.0,3,9,1684.94
14294.0,407,1,361.71
14295.0,40,4,1153.54
14296.0,421,2,397.05
14297.0,18,4,902.5699999999999
14298.0,8,70,36165.41
14299.0,8,25,3785.67
14300.0,19,1,43.2
14301.0,117,4,540.66
14302.0,431,3,437.11
14303.0,407,2,277.94
14304.0,223,3,1530.57
14305.0,71,3,1558.3700000000001
14306.0,51,3,283.64
14307.0,89,10,3801.36
14309.0,8,11,2573.25
14310.0,433,1,452.11
14311.0,243,2,368.79
14312.0,47,11,2304.89
14314.0,107,2,61.68
14315.0,45,8,2133.97
14316.0,422,5,236.94
14317.0,65,1,406.83
14318.0,460,1,144.1
14319.0,424,1,472.28999999999996
14320.0,207,5,1130.81
14321.0,11,7,1852.04
14322.0,429,4,231.92
14323.0,115,2,529.77
14324.0,410,2,625.72
14325.0,570,1,215.63
14326.0,242,3,792.8000000000001
14327.0,163,6,1600.18
14329.0,17,15,8079.18
14330.0,624,1,198.15
14331.0,124,2,445.76
14332.0,23,5,817.77
14333.0,68,1,133.20000000000002
14334.0,17,12,3698.45
14335.0,16,2,427.95
14336.0,17,4,1171.4
14338.0,161,3,731.75
14339.0,243,2,358.42
14340.0,219,1,132.31
14341.0,45,18,3949.4700000000003
14342.0,21,5,396.04
14343.0,421,4,1049.98
14344.0,127,19,2206.01
14345.0,39,1,69.38
14346.0,121,5,1911.75
14347.0,737,1,79.2
14348.0,260,1,251.97
14349.0,10,1,131.25
14350.0,274,3,840.53
14352.0,157,4,790.06
14353.0,215,3,316.03999999999996
14354.0,6,2,126.17999999999999
14355.0,366,3,833.25
14356.0,80,2,493.43
14357.0,43,1,215.17000000000002
14358.0,389,2,353.15999999999997
14359.0,19,3,836.58
14360.0,32,4,1697.74
14361.0,579,1,174.78
14362.0,22,1,137.75
14363.0,402,2,51.72
14364.0,109,8,902.73
14365.0,395,2,594.88
14367.0,8,16,7150.59
14368.0,320,1,105.2
14369.0,642,2,391.35
14370.0,488,5,610.36
14371.0,295,1,60.9
14372.0,443,2,494.48
14373.0,358,1,22.7
14374.0,541,1,66.9
14375.0,185,3,867.71
14376.0,683,1,170.24
14377.0,191,2,77.86
14378.0,622,1,118.5
14379.0,44,4,966.49
14381.0,52,2,625.9399999999999
14382.0,26,2,995.74
14383.0,38,3,885.22
14384.0,501,1,58.5
14385.0,9,3,202.11
14386.0,297,1,131.1
14387.0,33,3,1529.57
14388.0,10,16,5616.66
14389.0,65,5,1346.48
14390.0,10,13,3906.18
14391.0,577,1,135.6
14392.0,432,1,206.7
14393.0,218,1,67.15
14394.0,565,1,89.3
14395.0,2,19,6969.86
14396.0,65,7,1841.46
14397.0,3,19,1406.75
14398.0,401,2,641.2
14399.0,394,8,1456.08
14400.0,149,3,1016.16
14401.0,4,22,2963.13
14402.0,652,1,105.6
14403.0,217,2,52.35
14404.0,34,12,1667.72
14406.0,119,1,129.20000000000002
14407.0,107,5,791.88
14408.0,11,8,1098.76
14409.0,71,7,1337.69
14410.0,92,11,2339.81
14412.0,43,3,1074.39
14413.0,362,3,383.42
14414.0,92,8,1465.1299999999999
14415.0,1,23,10815.02
14416.0,22,2,189.5
14417.0,388,1,400.99
14418.0,4,3,1463.77
14419.0,11,7,1240.59
14420.0,99,4,1297.93
14421.0,57,5,1312.32
14422.0,1,19,8535.07
14423.0,218,2,162.05
14425.0,435,3,633.5500000000001
14426.0,24,16,8221.79
14427.0,64,3,789.7
14428.0,7,5,756.64
14429.0,404,1,460.09000000000003
14430.0,512,3,675.38
14431.0,303,4,1107.55
14432.0,10,6,1934.88
14433.0,466,1,254.6
14435.0,502,1,33.75
14436.0,99,2,106.56
14437.0,366,5,593.7
14438.0,306,1,131.9
14439.0,320,5,680.31
14440.0,8,10,1699.7
14441.0,1,10,2026.48
14442.0,205,6,2128.4900000000002
14443.0,54,5,1936.5
14444.0,456,1,107.58
14445.0,456,1,221.65
14446.0,1,5,1135.57
14447.0,19,6,1683.93
14448.0,9,2,127.41
14449.0,19,8,2076.26
14450.0,181,7,1042.59
14451.0,60,12,3048.69
14452.0,11,4,598.75
14453.0,190,1,109.48
14454.0,376,5,793.61
14455.0,432,4,447.24
14456.0,5,9,2823.34
14457.0,311,1,102.39
14458.0,381,1,206.35
14459.0,155,2,1064.271
14460.0,110,7,537.89
14461.0,148,12,5388.88
14462.0,66,12,1853.39
14463.0,98,1,33.75
14464.0,568,1,51.0
14465.0,247,11,1239.14
14466.0,29,13,2496.42
14467.0,18,12,2131.15
14468.0,734,1,85.25
14469.0,416,4,1597.06
14470.0,12,3,461.39
14471.0,591,2,384.48
14472.0,104,9,1773.45
14473.0,74,1,136.01
14474.0,46,2,1030.94
14475.0,72,4,780.17
14476.0,257,1,181.55
14478.0,382,4,628.28
14479.0,254,4,1051.21
14480.0,11,4,1137.03
14481.0,165,5,1702.97
14482.0,18,10,1491.63
14483.0,282,2,257.1
14484.0,50,4,940.26
14485.0,39,1,150.6
14486.0,512,2,58.5
14487.0,27,7,1059.92
14488.0,68,1,743.68
14489.0,207,4,1437.76
14490.0,406,2,1187.47
